C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_100.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_100.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_100.jpg,0,0,0,2.97E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_169.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_169.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_169.jpg,0,0,0,2.13E-05
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_240.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_240.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_240.jpg,0,0,0,9.76E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_307.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_307.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_307.jpg,0,0,0,5.76E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_377.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_377.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_377.jpg,0,0,0,1.09E-05
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_447.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_447.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_447.jpg,0,0,0,1.26E-05
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_515.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_515.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_515.jpg,0,0,0,1.29E-05
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_583.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_583.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_583.jpg,0,0,0,9.29E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_650.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_650.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_650.jpg,0,0,0,5.47E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_719.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_719.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_719.jpg,0,0,0,8.35E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_788.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_788.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_788.jpg,0,0,0,3.97E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_857.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_857.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_857.jpg,0,0,0,1.75E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_926.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_926.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_926.jpg,0,0,0,5.06E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_02_999.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_02_999.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_02_999.jpg,0,0,0,4.63E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_072.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_072.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_072.jpg,0,0,0,1.12E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_140.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_140.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_140.jpg,0,0,0,1.93E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_210.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_210.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_210.jpg,0,0,0,3.52E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_280.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_280.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_280.jpg,0,0,0,6.62E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_350.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_350.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_350.jpg,0,0,0,9.80E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_420.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_420.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_420.jpg,0,0,0,3.17E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_489.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_489.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_489.jpg,0,0,0,2.83E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_560.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_560.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_560.jpg,0,0,0,4.76E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_635.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_635.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_635.jpg,0,0,0,4.93E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_702.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_702.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_702.jpg,0,0,0,2.51E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_768.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_768.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_768.jpg,0,0,0,5.20E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_843.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_843.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_843.jpg,0,0,0,5.23E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_919.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_919.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_919.jpg,0,0,0,1.68E-06
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_03_993.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_03_993.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_03_993.jpg,0,0,0,4.17E-07
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_061.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_061.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_061.jpg,0,0.05593923,0,0.01880051
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_131.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_131.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_131.jpg,0,0.2333044,0,0.1723741
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_204.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_204.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_204.jpg,0,0.4828702,0,0.5284172
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_272.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_272.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_272.jpg,0,0.6614388,0,0.9231952
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_340.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_340.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_340.jpg,0,0.8932149,0,1.709829
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_415.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_415.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_415.jpg,0,1,0,2.634073
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_485.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_485.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_485.jpg,0,1,0,3.336228
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_558.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_558.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_558.jpg,-0.2,1,0,4.27
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_627.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_627.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_627.jpg,-0.35,1,0,4.956603
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_698.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_698.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_698.jpg,-0.3064395,1,0,5.870575
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_769.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_769.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_769.jpg,-0.1415833,1,0,6.562179
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_841.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_841.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_841.jpg,0,1,0,7.470511
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_913.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_913.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_913.jpg,0,1,0,8.376447
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_04_984.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_04_984.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_04_984.jpg,0,1,0,9.05169
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_054.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_054.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_054.jpg,-0.2,1,0,9.935441
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_126.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_126.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_126.jpg,-0.35,1,0,10.5743
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_193.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_193.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_193.jpg,-0.3013008,1,0,11.43063
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_260.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_260.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_260.jpg,-0.09894282,1,0,12.20406
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_327.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_327.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_327.jpg,0,1,0,12.61622
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_400.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_400.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_400.jpg,0,1,0,13.4985
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_469.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_469.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_469.jpg,-0.15,1,0,14.32793
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_542.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_542.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_542.jpg,-0.35,1,0,15.16032
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_609.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_609.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_609.jpg,-0.2571091,1,0,15.51016
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_682.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_682.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_682.jpg,-0.1131784,1,0,16.37203
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_749.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_749.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_749.jpg,-0.2631784,1,0,17.23567
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_816.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_816.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_816.jpg,-0.2382887,1,0,18.02893
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_885.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_885.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_885.jpg,-0.05736472,1,0,18.47367
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_05_957.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_05_957.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_05_957.jpg,-0.05,1,0,19.30112
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_06_030.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_06_030.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_06_030.jpg,-0.2,1,0,20.03119
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_06_102.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_06_102.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_06_102.jpg,-0.1454604,1,0,20.80817
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_06_178.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_06_178.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_06_178.jpg,-0.05,1,0,21.59398
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_06_245.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_06_245.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_06_245.jpg,-0.2,1,0,22.13426
C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_02_03_17_28_06_317.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_02_03_17_28_06_317.jpg,C:\Users\Engineer_At_Work\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_02_03_17_28_06_317.jpg,-0.2245917,1,0,22.90116
